Município;Ano;Produto Interno Bruto a preços correntes (Mil Reais);"Impostos, líquidos de subsídios, sobre produtos a preços correntes (Mil Reais)";Valor adicionado bruto a preços correntes total (Mil Reais);Valor adicionado bruto a preços correntes da agropecuária (Mil Reais);Valor adicionado bruto a preços correntes da indústria (Mil Reais);"Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social (Mil Reais)";"Valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social (Mil Reais)";Estado
Jardim de Angicos,2021,64392,2856,61536,5032,27698,6118,22688,RN
Jardim de Piranhas,2021,213316,16959,196357,20915,21275,65104,89064,RN
Jardim do Seridó,2021,207993,20801,187192,17299,30304,68529,71061,RN
João Câmara,2021,1269841,71940,1197900,21379,712023,241851,222646,RN
João Dias,2021,27991,700,27291,1587,560,5316,19828,RN
José da Penha,2021,67415,3486,63929,5960,2134,17592,38242,RN
Jucurutu,2021,315841,32273,283568,36871,54305,87740,104653,RN
Jundiá,2021,42148,1046,41102,3326,1185,7500,29091,RN
Lagoa d'Anta,2021,70839,3554,67285,2180,2514,19367,43223,RN
Lagoa de Pedras,2021,81382,3691,77692,9881,2793,17204,47814,RN
Lagoa de Velhos,2021,38242,1025,37216,1762,5959,7104,22392,RN
Lagoa Nova,2021,269036,32302,236734,15412,77170,47029,97123,RN
Lagoa Salgada,2021,94313,4902,89410,4297,3545,26200,55369,RN
Lajes,2021,165930,21543,144386,3765,10585,63550,66487,RN
Lajes Pintadas,2021,51595,1751,49843,1473,2244,11904,34223,RN
Lucrécia,2021,51510,3021,48490,2535,6960,13375,25619,RN
Luís Gomes,2021,87827,3371,84456,1866,2330,20589,59671,RN
Macaíba,2021,1828152,267095,1561057,36133,485851,605898,433175,RN
Macau,2021,1111123,45478,1065645,40768,546976,290913,186989,RN
Major Sales,2021,48004,2309,45695,2225,968,13169,29333,RN
Marcelino Vieira,2021,82890,3945,78945,9625,2720,19383,47216,RN
Martins,2021,108195,8948,99247,2108,4241,40505,52393,RN
Maxaranguape,2021,134894,7779,127115,15016,5242,32077,74780,RN
Messias Targino,2021,55530,3983,51548,3235,2024,16792,29496,RN
Montanhas,2021,130284,10832,119452,4784,4756,42404,67509,RN
Monte Alegre,2021,271456,18493,252962,14648,23674,78454,136186,RN
Monte das Gameleiras,2021,32367,992,31375,1227,987,8062,21100,RN
Mossoró,2021,8071762,1173281,6898481,184225,1285190,3766148,1662918,RN
Natal,2021,24186262,3410639,20775623,19998,2556520,13347921,4851183,RN
Nísia Floresta,2021,474722,32978,441744,123070,24345,119030,175299,RN
Nova Cruz,2021,560501,67869,492632,16591,28436,234696,212910,RN
Olho d'Água do Borges,2021,47533,1897,45636,3285,5355,10288,26708,RN
Ouro Branco,2021,61704,3847,57857,8753,3206,15375,30524,RN
Paraná,2021,43932,1413,42518,2526,829,9234,29929,RN
Paraú,2021,55258,2983,52274,10097,2012,12993,27173,RN
Parazinho,2021,606241,11196,595046,5512,528052,20688,40793,RN
Parelhas,2021,368927,30455,338472,12580,63401,137530,124960,RN
Rio do Fogo,2021,185593,9478,176115,32817,31176,35592,76529,RN
Passa e Fica,2021,152324,11086,141238,3065,7012,49065,82096,RN
Passagem,2021,46129,1529,44600,2108,1796,15810,24886,RN
Patu,2021,160914,13969,146945,5482,6372,64955,70135,RN
Santa Maria,2021,78032,6792,71241,3376,2107,29354,36403,RN
Pau dos Ferros,2021,709333,96693,612640,9012,38730,389069,175830,RN
Pedra Grande,2021,293285,19986,273298,7183,213403,18823,33890,RN
Pedra Preta,2021,36128,2422,33705,3507,808,6585,22805,RN
Pedro Avelino,2021,79996,6116,73880,4115,2807,17562,49396,RN
Pedro Velho,2021,173619,8679,164940,17036,6916,41800,99187,RN
Pendências,2021,757494,53943,703552,277388,223525,104515,98124,RN
Pilões,2021,41829,2317,39512,1846,1290,11231,25146,RN
Poço Branco,2021,131862,4844,127018,11691,5354,23998,85975,RN
Portalegre,2021,78934,3880,75054,2476,6033,21021,45524,RN
Porto do Mangue,2021,149473,6546,142927,7666,59725,31046,44489,RN
Serra Caiada,2021,109308,7310,101998,5397,7404,26790,62407,RN
Pureza,2021,169430,10425,159005,66327,4920,24360,63399,RN
Rafael Fernandes,2021,53271,3566,49705,5580,1871,16590,25663,RN
Rafael Godeiro,2021,43451,1725,41726,3293,3794,9584,25055,RN
Riacho da Cruz,2021,37508,1380,36127,1939,1679,7704,24805,RN
Riacho de Santana,2021,43514,1400,42113,2802,1136,9478,28697,RN
Riachuelo,2021,192158,11856,180302,2108,84834,39733,53626,RN
Rodolfo Fernandes,2021,59194,2938,56256,5548,2095,15464,33148,RN
Tibau,2021,115024,11696,103328,17060,6620,43279,36369,RN
Ruy Barbosa,2021,126773,2656,124117,2151,84829,8648,28490,RN
Santa Cruz,2021,619042,61679,557363,33781,31230,268283,224070,RN
Santana do Matos,2021,147040,10780,136260,15114,5192,40084,75870,RN
Santana do Seridó,2021,36354,1801,34553,2836,3284,7773,20661,RN
Santo Antônio,2021,302537,26112,276425,9218,11342,113421,142444,RN
São Bento do Norte,2021,549243,39700,509543,10552,452181,19561,27248,RN
São Bento do Trairí,2021,45624,1362,44261,3432,1741,8122,30966,RN
São Fernando,2021,63598,3584,60014,13130,8497,11787,26600,RN
São Francisco do Oeste,2021,54448,2787,51661,2443,3572,14869,30778,RN
São Gonçalo do Amarante,2021,1905023,230472,1674552,38448,169628,877935,588540,RN
São João do Sabugi,2021,84586,5633,78954,19648,3161,19201,36943,RN
São José de Mipibu,2021,1040964,162265,878699,58942,122526,435719,261512,RN
São José do Campestre,2021,125093,5598,119495,3717,5058,31292,79428,RN
São José do Seridó,2021,83855,7199,76656,12666,10076,22957,30957,RN
São Miguel,2021,319744,33554,286189,10348,8963,129482,137396,RN
São Miguel do Gostoso,2021,492640,27266,465375,12444,310242,64907,77782,RN
São Paulo do Potengi,2021,231555,18586,212969,6972,13377,86724,105896,RN
São Pedro,2021,55801,1920,53880,3588,2219,11932,36142,RN
São Rafael,2021,88676,4166,84510,13206,3755,20342,47206,RN
São Tomé,2021,111776,6414,105362,3311,4759,27294,69997,RN
São Vicente,2021,76922,4857,72065,6676,5155,18729,41505,RN
Senador Elói de Souza,2021,60476,2211,58266,2257,3011,13302,39695,RN
Senador Georgino Avelino,2021,116487,7769,108718,65429,1754,10250,31286,RN
Serra de São Bento,2021,57411,2987,54423,1617,2755,15823,34229,RN
Serra do Mel,2021,858724,86821,771903,45640,565336,80193,80733,RN
Serra Negra do Norte,2021,118876,7844,111031,16410,6653,41904,46064,RN
Serrinha,2021,71899,2792,69107,7661,2343,15201,43902,RN
Serrinha dos Pintos,2021,49787,2457,47330,2102,3051,12536,29641,RN
Severiano Melo,2021,63100,6222,56878,8293,4556,22768,21260,RN
Sítio Novo,2021,53784,1870,51914,3122,1613,11158,36021,RN
Taboleiro Grande,2021,32473,1176,31296,1470,1477,7701,20649,RN
Taipu,2021,155199,9953,145246,38026,8996,26351,71873,RN
Tangará,2021,201785,19471,182314,5256,18673,64278,94108,RN
Tenente Ananias,2021,113588,6011,107577,5346,4534,32517,65180,RN
Tenente Laurentino Cruz,2021,107286,7529,99756,8971,21190,26125,43471,RN
Tibau do Sul,2021,415833,33943,381890,19198,34869,228063,99760,RN
Timbaúba dos Batistas,2021,43618,2469,41149,10870,1281,8685,20313,RN
Touros,2021,814845,47913,766932,99515,286754,173529,207133,RN
Triunfo Potiguar,2021,45831,1783,44048,4594,1789,10043,27622,RN
Umarizal,2021,151207,12838,138369,8624,5764,61441,62540,RN
Upanema,2021,214155,12656,201499,13530,40968,55724,91278,RN
Várzea,2021,56556,2064,54493,2199,2190,14542,35562,RN
Venha-Ver,2021,43203,1331,41872,2096,1032,8432,30312,RN
Vera Cruz,2021,133471,8620,124852,8133,6328,34881,75510,RN
Viçosa,2021,23239,914,22325,1075,879,5477,14893,RN
Vila Flor,2021,44404,2055,42349,5807,1976,9616,24950,RN
Água Branca,2021,92036,3950,88087,6074,3561,21046,57405,PB
Aguiar,2021,60096,4267,55829,5837,5843,12448,31700,PB
Alagoa Grande,2021,300116,17509,282607,29548,15013,86968,151078,PB
Alagoa Nova,2021,335056,17385,317671,106987,47292,61356,102036,PB
Alagoinha,2021,138510,6241,132269,12233,4520,34840,80676,PB
Alcantil,2021,55097,1796,53301,6316,1811,11099,34076,PB
Algodão de Jandaíra,2021,28629,579,28051,1977,880,5485,19709,PB
Alhandra,2021,3399775,812895,2586880,30131,184986,2234854,136909,PB
São João do Rio do Peixe,2021,225531,20284,205247,24076,10856,71421,98895,PB
Amparo,2021,29433,1124,28309,2456,1362,6642,17849,PB
Aparecida,2021,105226,10009,95217,8676,10320,31522,44699,PB
Araçagi,2021,185877,7107,178771,33101,8850,39751,97068,PB
Arara,2021,112308,6413,105895,5684,2794,29807,67610,PB
Araruna,2021,204298,11687,192611,13816,8591,55811,114393,PB
Areia,2021,257222,19660,237562,34024,18832,71165,113542,PB
Areia de Baraúnas,2021,26095,1858,24237,1341,1831,4387,16678,PB
Areial,2021,62578,2700,59878,2767,1680,15198,40232,PB
Aroeiras,2021,167985,7745,160240,10750,5595,39927,103968,PB
Assunção,2021,48498,2435,46062,2899,6104,11120,25940,PB
Baía da Traição,2021,107854,3978,103876,20787,3312,24873,54904,PB
Bananeiras,2021,278904,12620,266284,58599,16517,80670,110499,PB
Baraúna,2021,49784,2470,47314,1613,1361,13354,30986,PB
Barra de Santana,2021,90801,2652,88148,20245,2238,16225,49441,PB
Barra de Santa Rosa,2021,150845,8602,142243,14942,8163,37395,81743,PB
Barra de São Miguel,2021,84815,2050,82765,29865,2767,12379,37753,PB
Bayeux,2021,1366842,190197,1176645,5475,111613,572458,487098,PB
Belém,2021,218067,23959,194108,9453,26564,66019,92072,PB
Belém do Brejo do Cruz,2021,78557,5452,73105,8248,2953,18293,43611,PB
Bernardino Batista,2021,40037,1370,38667,2406,2309,8313,25638,PB
Boa Ventura,2021,51615,1753,49862,5516,2349,11723,30274,PB
Boa Vista,2021,206387,25245,181142,15345,83351,38510,43936,PB
Bom Jesus,2021,32051,1571,30479,2552,1710,8281,17937,PB
Bom Sucesso,2021,54513,2070,52443,6920,4561,11184,29779,PB
Bonito de Santa Fé,2021,96549,3478,93071,7564,4088,20394,61026,PB
Boqueirão,2021,256636,23748,232889,51267,20897,62359,98366,PB
Igaracy,2021,60774,2302,58472,7635,2952,13618,34268,PB
Borborema,2021,69205,1541,67664,20521,2912,11470,32761,PB
Brejo do Cruz,2021,147154,8321,138833,7229,8299,45355,77951,PB
Brejo dos Santos,2021,64311,2549,61763,3312,3395,16854,38202,PB
Caaporã,2021,467127,75071,392056,21187,133773,114299,122797,PB
Cabaceiras,2021,116487,3348,113139,65120,3209,13095,31714,PB
Cabedelo,2021,3152546,656509,2496037,4911,548544,1510450,432132,PB
Cachoeira dos Índios,2021,124811,13645,111166,7339,4432,46969,52427,PB
Cacimba de Areia,2021,39106,1061,38045,5836,2306,7434,22469,PB
Cacimba de Dentro,2021,154036,6605,147430,13291,4954,36597,92588,PB
Cacimbas,2021,67103,2043,65060,4920,2451,13874,43816,PB
Caiçara,2021,65661,2589,63072,5685,2821,15648,38918,PB
Cajazeiras,2021,1231740,156453,1075286,19796,116240,605976,333275,PB
Cajazeirinhas,2021,42009,1114,40895,7219,2255,7307,24114,PB
Caldas Brandão,2021,74706,5288,69419,6366,5904,21939,35210,PB
Camalaú,2021,71642,4155,67487,6733,3483,20900,36371,PB
Campina Grande,2021,10373107,1517212,8855896,36425,1960346,4777656,2081468,PB
Capim,2021,75638,3494,72144,10683,2871,18282,40308,PB
Caraúbas,2021,42197,1449,40749,4099,1698,9299,25653,PB
Carrapateira,2021,30950,640,30310,1848,1237,6438,20787,PB
Casserengue,2021,70018,2742,67276,5410,2723,15038,44105,PB
Catingueira,2021,52899,2330,50568,5472,3129,11527,30441,PB
Catolé do Rocha,2021,505607,57320,448287,14235,46958,228952,158142,PB
Caturité,2021,61665,2782,58883,11731,4339,12276,30537,PB
Conceição,2021,209010,12441,196568,16115,10145,67079,103229,PB
Condado,2021,90373,2814,87559,8296,25278,16098,37888,PB
Conde,2021,1286990,325870,961121,23858,248033,524243,164987,PB
Congo,2021,61704,2965,58740,10620,3762,15591,28767,PB
Coremas,2021,249601,16349,233251,23867,89621,49458,70304,PB
Coxixola,2021,24017,888,23129,1830,1129,5369,14801,PB
Cruz do Espírito Santo,2021,191194,8847,182347,29332,13186,43484,96345,PB
Cubati,2021,76814,2636,74178,8562,3451,16498,45667,PB
Cuité,2021,220439,15686,204753,24375,6624,71799,101955,PB
Cuitegi,2021,66742,2396,64346,5236,3683,14951,40476,PB
Cuité de Mamanguape,2021,74110,3078,71033,9636,2906,16188,42302,PB
Curral de Cima,2021,55526,1367,54159,10084,1883,9602,32590,PB
Curral Velho,2021,26783,701,26082,3786,811,4926,16559,PB
Damião,2021,50276,1713,48563,2372,1334,11061,33796,PB
Desterro,2021,72715,3567,69148,5256,3419,19364,41109,PB
Vista Serrana,2021,39390,1685,37705,1550,1737,10167,24251,PB
Diamante,2021,59345,2569,56776,5012,2820,14523,34421,PB
Dona Inês,2021,93830,3557,90274,8213,3238,20108,58715,PB
Duas Estradas,2021,45025,1880,43146,6334,1792,10763,24257,PB
Emas,2021,41639,1196,40444,7050,1825,7435,24135,PB
Esperança,2021,507256,65852,441404,25947,24710,207161,183586,PB
Fagundes,2021,105312,4702,100611,8837,4280,24880,62613,PB
Frei Martinho,2021,30264,1218,29046,1942,1075,7150,18879,PB
Gado Bravo,2021,76211,1842,74368,11060,1869,13314,48125,PB
Guarabira,2021,1790168,297353,1492814,31115,219703,955622,286374,PB
Gurinhém,2021,150970,7607,143363,15751,10113,39603,77896,PB
Gurjão,2021,38324,1206,37118,3806,2238,7900,23174,PB
Ibiara,2021,57772,2574,55198,6199,2936,12919,33143,PB
Imaculada,2021,98314,4460,93854,7109,3053,22227,61465,PB
Ingá,2021,194961,12187,182774,7093,15723,56277,103681,PB
Itabaiana,2021,335812,27683,308129,22987,18430,137593,129119,PB
Itaporanga,2021,341235,32075,309159,14207,27895,137129,129928,PB
Itapororoca,2021,206433,10783,195650,30029,7069,57230,101322,PB
Itatuba,2021,155216,13617,141599,16870,33655,31724,59351,PB
Jacaraú,2021,165130,7419,157711,18410,8022,41823,89455,PB
Jericó,2021,76303,3301,73002,8598,3756,18055,42593,PB
João Pessoa,2021,22244284,3170608,19073677,43109,3282732,11458843,4288992,PB
Juarez Távora,2021,73121,3041,70079,4307,3109,18699,43965,PB
Juazeirinho,2021,210329,17843,192486,10124,12233,69120,101010,PB
Junco do Seridó,2021,96602,7297,89305,6582,11100,30848,40775,PB
Juripiranga,2021,117363,5947,111416,14645,5014,30292,61466,PB
Juru,2021,87266,3495,83771,9432,3746,19084,51509,PB
Lagoa,2021,51232,1796,49435,3141,2011,16295,27989,PB
Lagoa de Dentro,2021,83537,3627,79910,9038,2804,20874,47194,PB
Lagoa Seca,2021,309763,16603,293160,49480,19891,78917,144872,PB
Lastro,2021,29495,1010,28485,2747,1133,6644,17962,PB
Livramento,2021,70043,2566,67478,6732,2712,15208,42826,PB
Logradouro,2021,48651,2274,46377,5157,1791,12519,26910,PB
Lucena,2021,223066,16249,206817,21854,35275,59944,89744,PB
Mãe d'Água,2021,38604,958,37646,2136,1280,8213,26016,PB
Malta,2021,79659,2743,76916,4095,25743,14589,32489,PB
Mamanguape,2021,805007,83830,721177,86079,105548,292542,237008,PB
Manaíra,2021,101428,3337,98091,6748,9996,20734,60612,PB
Marcação,2021,95670,2258,93412,24251,2823,17845,48492,PB
Mari,2021,241807,14033,227775,33468,10858,68045,115403,PB
Marizópolis,2021,81944,6468,75475,4720,4636,28343,37776,PB
Massaranduba,2021,130381,7636,122745,10464,10948,25319,76014,PB
Mataraca,2021,240531,14587,225945,17194,112664,36729,59358,PB
Matinhas,2021,54035,1028,53008,15962,1709,7911,27425,PB
Mato Grosso,2021,31801,1168,30633,2106,1426,7661,19440,PB
Maturéia,2021,61811,2440,59371,3180,2475,15383,38333,PB
Mogeiro,2021,164372,10910,153461,16307,23865,36450,76839,PB
Montadas,2021,55245,1337,53907,7723,1626,10271,34287,PB
Monte Horebe,2021,48074,1414,46660,2846,2164,10281,31369,PB
Monteiro,2021,635380,33351,602029,22162,29721,360977,189169,PB
Mulungu,2021,98150,4326,93824,22032,5906,16952,48934,PB
Natuba,2021,95465,2484,92981,16161,3190,14943,58687,PB
Nazarezinho,2021,65965,2433,63532,7746,2997,14351,38437,PB
Nova Floresta,2021,99606,4989,94617,3152,3248,29001,59216,PB
Nova Olinda,2021,57802,2658,55144,3855,2563,13953,34773,PB
Nova Palmeira,2021,48983,2044,46939,2745,3357,10401,30436,PB
Olho d'Água,2021,61851,2082,59769,8350,2759,12958,35702,PB
Olivedos,2021,43585,1164,42421,6978,2395,8145,24903,PB
Ouro Velho,2021,38279,1590,36689,4717,1489,9305,21179,PB
Parari,2021,21495,720,20775,1856,760,4550,13609,PB
Passagem,2021,28860,1098,27762,1879,1656,6498,17729,PB
Patos,2021,1993586,237754,1755832,14352,168505,1026746,546229,PB
Paulista,2021,157014,12204,144810,23784,18574,38867,63585,PB
Pedra Branca,2021,37463,1283,36180,3345,1724,7483,23629,PB
Pedra Lavrada,2021,80075,3733,76341,6478,10165,14013,45686,PB
Pedras de Fogo,2021,556476,44904,511573,153169,86858,103282,168264,PB
Piancó,2021,206302,13996,192307,18692,10249,71478,91887,PB
Picuí,2021,213192,14919,198273,11646,9089,76386,101152,PB
Pilar,2021,121700,5993,115708,11480,5235,31822,67171,PB
Pilões,2021,95436,3437,91999,33291,4434,18382,35893,PB
Pilõezinhos,2021,51216,1217,49999,11725,2001,8718,27555,PB
Pirpirituba,2021,95103,3485,91619,7507,3968,25469,54675,PB
Pitimbu,2021,430316,60823,369494,43314,112490,96284,117405,PB
Pocinhos,2021,284640,11305,273336,88951,17775,61395,105215,PB
Poço Dantas,2021,40230,1425,38805,3274,1491,8478,25562,PB
Poço de José de Moura,2021,46792,1627,45165,4511,1733,10203,28718,PB
Pombal,2021,465068,35746,429322,27228,29006,192251,180836,PB
Prata,2021,64688,2005,62682,16497,5392,13066,27727,PB
Princesa Isabel,2021,266345,17197,249148,45002,10655,79634,113857,PB
Puxinanã,2021,137837,6874,130962,13547,14221,26595,76600,PB
Queimadas,2021,605759,64479,541279,27422,111158,179485,223214,PB
Quixaba,2021,26746,835,25911,1635,1388,5606,17282,PB
Remígio,2021,181360,10185,171175,10944,6350,50023,103858,PB
Pedro Régis,2021,57186,1543,55643,6566,2160,11008,35909,PB
Riachão,2021,36492,904,35588,2388,1079,7125,24996,PB
Riachão do Bacamarte,2021,50101,2310,47791,1801,1789,13711,30491,PB
Riachão do Poço,2021,56187,2387,53799,8042,3097,12985,29675,PB
Riacho de Santo Antônio,2021,30562,562,30000,5426,833,5548,18193,PB
Riacho dos Cavalos,2021,92585,4820,87765,8910,4123,23888,50844,PB
Rio Tinto,2021,321971,22773,299198,46338,35263,79474,138124,PB
Salgadinho,2021,33444,749,32695,1472,1076,5689,24458,PB
Salgado de São Félix,2021,128636,3640,124995,11873,18956,24401,69765,PB
Santa Cecília,2021,65649,2126,63524,7980,2550,13875,39119,PB
Santa Cruz,2021,62114,2903,59211,4957,3038,16154,35061,PB
Santa Helena,2021,62162,2074,60088,11351,2590,12590,33557,PB
Santa Inês,2021,36756,868,35887,4509,1046,6304,24029,PB
Santa Luzia,2021,372292,29037,343255,8873,158435,93102,82844,PB
Santana de Mangueira,2021,51046,1327,49719,6583,1894,9455,31787,PB
Santana dos Garrotes,2021,67142,2525,64618,8529,3434,13609,39046,PB
Joca Claudino,2021,33004,977,32027,2126,1758,7117,21026,PB
Santa Rita,2021,2616825,368415,2248411,89197,586394,886908,685912,PB
Santa Teresinha,2021,57191,2391,54800,9070,2579,13054,30097,PB
Santo André,2021,29350,1133,28217,2844,1084,6439,17850,PB
São Bento,2021,567017,68305,498713,11284,58000,227691,201738,PB
São Bentinho,2021,55030,4108,50922,5280,4070,13145,28428,PB
São Domingos do Cariri,2021,28699,812,27887,2266,1494,5838,18290,PB
São Domingos,2021,36167,1444,34723,5313,1797,6339,21274,PB
São Francisco,2021,39118,2134,36984,3797,1699,9629,21859,PB
São João do Cariri,2021,55295,2265,53030,9836,2512,12394,28287,PB
São João do Tigre,2021,40920,1178,39742,4426,1103,7606,26607,PB
São José da Lagoa Tapada,2021,71954,3342,68612,8924,3856,15939,39893,PB
São José de Caiana,2021,55614,1797,53816,4645,2150,10212,36810,PB
São José de Espinharas,2021,54850,1361,53489,14036,2057,8560,28837,PB
São José dos Ramos,2021,86595,1759,84835,6117,29104,13529,36086,PB
São José de Piranhas,2021,230383,14116,216267,17526,13742,73367,111632,PB
São José de Princesa,2021,34031,1169,32863,7399,763,5224,19476,PB
São José do Bonfim,2021,32366,1396,30971,2424,1453,6949,20144,PB
São José do Brejo do Cruz,2021,29091,766,28325,5009,1084,5814,16418,PB
São José do Sabugi,2021,125142,8046,117096,6658,71397,12878,26162,PB
São José dos Cordeiros,2021,36927,1585,35342,3622,2815,7849,21056,PB
São Mamede,2021,82238,4417,77821,11361,5401,19374,41685,PB
São Miguel de Taipu,2021,82626,3695,78931,21896,2893,13691,40451,PB
São Sebastião de Lagoa de Roça,2021,105791,4446,101345,12584,4688,22608,61465,PB
São Sebastião do Umbuzeiro,2021,40405,1554,38852,6337,1284,8772,22459,PB
Sapé,2021,675778,60163,615616,53940,35406,251014,275256,PB
São Vicente do Seridó,2021,89888,3198,86690,4336,3050,19230,60074,PB
Serra Branca,2021,147662,9777,137885,6894,7070,49917,74003,PB
Serra da Raiz,2021,37034,1234,35800,4387,1640,7531,22242,PB
Serra Grande,2021,33183,1183,32001,2385,1486,7594,20536,PB
Serra Redonda,2021,71218,3163,68055,6032,9796,14011,38217,PB
Serraria,2021,67690,1638,66052,19576,2163,9828,34484,PB
Sertãozinho,2021,54676,2246,52430,7764,2777,11665,30225,PB
Sobrado,2021,112659,10657,102001,14061,5158,37508,45274,PB
Solânea,2021,353078,37174,315904,14042,19597,144169,138096,PB
Soledade,2021,203480,13644,189836,26852,12572,67107,83305,PB
Sossêgo,2021,38719,1442,37277,1779,1109,8995,25395,PB
Sousa,2021,1318529,182990,1135539,48495,146592,601954,338498,PB
Sumé,2021,200877,16663,184214,16301,13400,66450,88064,PB
Tacima,2021,91696,3258,88437,10360,2184,18427,57466,PB
Taperoá,2021,139192,5653,133539,16214,6713,31489,79123,PB
Tavares,2021,139900,6738,133162,12133,6429,33795,80806,PB
Teixeira,2021,169085,7943,161142,19488,10537,46018,85099,PB
Tenório,2021,34478,1370,33109,2393,2529,7441,20746,PB
Triunfo,2021,87468,4107,83361,9613,3211,21387,49150,PB
Uiraúna,2021,192520,14726,177795,10425,8862,75103,83405,PB
Umbuzeiro,2021,91142,3121,88021,9467,2830,18095,57629,PB
Várzea,2021,37561,1389,36173,5318,2117,7949,20789,PB
Vieirópolis,2021,52689,2007,50681,4882,5092,10743,29964,PB
Zabelê,2021,26961,961,26000,2869,977,6027,16127,PB
Abreu e Lima,2021,1724258,281180,1443077,13674,396476,610997,421930,PE
Afogados da Ingazeira,2021,541816,56806,485010,9863,33955,268673,172519,PE
Afrânio,2021,209815,19293,190522,17293,7426,71102,94701,PE
Agrestina,2021,352858,23914,328944,62108,39094,99115,128628,PE
Água Preta,2021,259866,10331,249536,20762,6278,61329,161166,PE
Águas Belas,2021,401111,31704,369407,45481,10290,126114,187522,PE
Alagoinha,2021,144945,5769,139176,30535,4103,35859,68679,PE
Aliança,2021,413314,15298,398016,105474,16448,98029,178065,PE
Altinho,2021,222589,13839,208750,24053,8599,73319,102779,PE
Amaraji,2021,294407,11590,282817,101906,11652,60038,109221,PE
Angelim,2021,142260,4513,137746,49336,5113,26107,57190,PE
Araçoiaba,2021,161884,7527,154357,7018,4436,42533,100370,PE
Araripina,2021,1272092,113929,1158163,48235,282611,447586,379730,PE
Arcoverde,2021,1215383,144988,1070395,13672,117925,610999,327799,PE
Barra de Guabiraba,2021,146943,5774,141169,30777,5941,30295,74157,PE
Barreiros,2021,503988,42035,461953,16421,21622,202413,221496,PE
Belém de Maria,2021,99499,3824,95675,12693,2984,22921,57078,PE
Belém do São Francisco,2021,366293,16119,350174,156895,11327,81817,100136,PE
Belo Jardim,2021,2765036,431997,2333039,181576,968962,807522,374979,PE
Betânia,2021,105307,4164,101143,5784,3318,24611,67430,PE
Bezerros,2021,962826,101690,861136,25870,184472,359491,291303,PE
Bodocó,2021,317010,13550,303460,62861,8800,72933,158867,PE
Bom Conselho,2021,643151,47808,595342,124941,85243,177311,207847,PE
Bom Jardim,2021,366988,20413,346575,45994,25156,100591,174834,PE
Bonito,2021,539340,37349,501991,108609,70047,146970,176366,PE
Brejão,2021,183679,12268,171411,91150,3790,27395,49076,PE
Brejinho,2021,83879,3036,80842,5968,13459,18541,42874,PE
Brejo da Madre de Deus,2021,461357,38410,422947,10778,20873,145992,245304,PE
Buenos Aires,2021,133152,4396,128756,21973,7292,30504,68988,PE
Buíque,2021,549015,27335,521679,102417,12646,134023,272593,PE
Cabo de Santo Agostinho,2021,13706389,3517490,10188898,69213,4050765,4924609,1144312,PE
Cabrobó,2021,440863,51993,388871,47081,16916,164995,159879,PE
Cachoeirinha,2021,254369,23126,231243,35192,9398,95737,90916,PE
Caetés,2021,423727,12746,410981,44979,175968,52999,137035,PE
Calçado,2021,115299,3133,112166,31529,2936,20932,56768,PE
Calumbi,2021,50300,2728,47572,1708,1484,13612,30768,PE
Camaragibe,2021,2229680,351733,1877946,26089,118835,1015256,717766,PE
Camocim de São Félix,2021,181161,12840,168320,16528,9385,58741,83666,PE
Camutanga,2021,285369,27077,258292,13985,126305,68762,49240,PE
Canhotinho,2021,253171,11601,241571,43542,10323,64365,123340,PE
Capoeiras,2021,244054,12685,231369,52971,24733,56871,96793,PE
Carnaíba,2021,193546,11073,182473,20365,12023,51998,98087,PE
Carnaubeira da Penha,2021,83423,3397,80025,7658,1394,15858,55115,PE
Carpina,2021,1744915,232215,1512700,40159,302036,783577,386929,PE
Caruaru,2021,8663525,1322105,7341420,165520,1067237,4439363,1669301,PE
Casinhas,2021,101521,2951,98570,7236,2617,20097,68620,PE
Catende,2021,360566,21434,339133,11198,15711,116258,195965,PE
Cedro,2021,125401,4288,121114,27213,4137,27929,61835,PE
Chã de Alegria,2021,168758,9396,159362,29625,13027,47726,68984,PE
Chã Grande,2021,251193,16021,235172,33317,10814,76189,114852,PE
Condado,2021,250915,13805,237111,32257,9473,73093,122288,PE
Correntes,2021,192016,5745,186271,60169,4808,32770,88523,PE
Cortês,2021,121502,4263,117239,11975,4821,28394,72048,PE
Cumaru,2021,109260,7489,101771,11219,5134,29387,56031,PE
Cupira,2021,283576,18422,265154,15728,28537,97104,123785,PE
Custódia,2021,593880,59298,534582,32084,76582,216257,209659,PE
Dormentes,2021,246023,38773,207250,17771,8870,89965,90644,PE
Escada,2021,1306431,145219,1161212,77709,349087,422778,311638,PE
Exu,2021,325117,15854,309263,60075,8748,89470,150969,PE
Feira Nova,2021,247550,21290,226260,14378,25113,77965,108805,PE
Fernando de Noronha,2021,229562,28203,201359,849,10187,180902,9420,PE
Ferreiros,2021,132503,6930,125573,21697,6636,36666,60574,PE
Flores,2021,192902,10784,182117,15377,17149,48180,101411,PE
Floresta,2021,445213,59602,385612,18941,28615,172521,165535,PE
Frei Miguelinho,2021,131441,6018,125423,6491,6612,35307,77013,PE
Gameleira,2021,274258,8461,265797,55530,5669,56880,147718,PE
Garanhuns,2021,3077112,405252,2671860,104364,308913,1630539,628044,PE
